filename,cls,path,stem,width,height,aspect,mode,n_masks,intensity_mean,intensity_std,intensity_min,intensity_max,intensity_p05,intensity_p95,img_md5,phash,lesion_px,area_ratio,has_lesion,bbox_x_norm,bbox_y_norm,circularity,solidity,extent,bbox_aspect,eccentricity
benign (115).png,benign,datasets/Breast-Cancer-Ultrasound-Images-Dataset/Dataset_BUSI_with_GT\benign\benign (115).png,benign (115),554,469,1.1812366737739872,RGB,1,110.23764750255941,43.5662600700857,0,255,44.0,189.0,108123991b2037f1d0c55423ef1eeee6,94e43359daa4d89b,4295,0.01653029335016511,True,0.5893501805054152,0.4189765458422175,0.7672109883596184,0.9807489141918065,0.7893990929705216,1.8148148148148149,0.8403080732482628
benign (116).png,benign,datasets/Breast-Cancer-Ultrasound-Images-Dataset/Dataset_BUSI_with_GT\benign\benign (116).png,benign (116),766,588,1.3027210884353742,RGB,1,97.14843652865846,42.95397689448904,0,255,28.0,168.0,02060263d3d44263e308cd0aea5ea10c,80a02ec96a9afbbd,5501,0.012213370988081916,True,0.1912532637075718,0.14540816326530612,0.7757640422614668,0.9754701553556827,0.7673670668953688,1.606060606060606,0.7862262197025377
benign (117).png,benign,datasets/Breast-Cancer-Ultrasound-Images-Dataset/Dataset_BUSI_with_GT\benign\benign (117).png,benign (117),806,688,1.1715116279069768,RGB,1,82.36780469155751,45.27383205111141,2,255,17.0,162.0,2c3b66335b832c4048334d02397ebceb,8eaa621d357d6a4a,13557,0.02444781868544059,True,0.8182382133995038,0.27252906976744184,0.8068683352034929,0.9837622887440628,0.71484375,1.140625,0.7484485186557341
benign (118).png,benign,datasets/Breast-Cancer-Ultrasound-Images-Dataset/Dataset_BUSI_with_GT\benign\benign (118).png,benign (118),653,620,1.053225806451613,RGB,1,71.8906683791928,32.333516548777354,0,244,26.0,132.0,0476546606d29ef5ec848e8e10a136a2,f9a393c0066e4fd1,6834,0.016879909104381762,True,0.41730474732006123,0.2161290322580645,0.8377202647251177,0.9846889952153111,0.8425925925925926,1.2098765432098766,0.5505777751323717
benign (119).png,benign,datasets/Breast-Cancer-Ultrasound-Images-Dataset/Dataset_BUSI_with_GT\benign\benign (119).png,benign (119),762,585,1.3025641025641026,RGB,1,93.76740247212688,44.434483273449416,0,255,25.0,169.0,50b06eb392f7345466a7c109c81c72a3,88a027c3689afbbd,5148,0.011548556430446194,True,0.28805774278215224,0.43504273504273505,0.7329676746210553,0.9832385806704568,0.786128526645768,1.896551724137931,0.8462193676388706
benign (12).png,benign,datasets/Breast-Cancer-Ultrasound-Images-Dataset/Dataset_BUSI_with_GT\benign\benign (12).png,benign (12),678,571,1.1873905429071805,RGB,1,87.84399361468003,40.11397540295028,0,241,37.0,169.0,72dc7812c39ccf5b5d6a48ff7a5247ba,a5d25a3d62c494be,2890,0.007465038306753664,True,0.5626843657817109,0.34938704028021017,0.7773486313988416,0.9798245614035088,0.8136655011655012,1.7727272727272727,0.8093446521472053
benign (120).png,benign,datasets/Breast-Cancer-Ultrasound-Images-Dataset/Dataset_BUSI_with_GT\benign\benign (120).png,benign (120),808,695,1.162589928057554,RGB,1,57.246155352945365,44.71924811895442,0,255,10.0,143.0,ae3214e1c8715e6337988ec3683adacd,eaaa1f3770701c0f,1930,0.003436854476814588,True,0.1219059405940594,0.2669064748201439,0.837503023113737,0.9804388051810732,0.7884778911564626,1.3333333333333333,0.5875892509827373
benign (121).png,benign,datasets/Breast-Cancer-Ultrasound-Images-Dataset/Dataset_BUSI_with_GT\benign\benign (121).png,benign (121),646,610,1.0590163934426229,RGB,1,59.48698929097092,36.31880981724728,0,249,16.0,132.0,6e965c277562c4af0d30fcc482422f70,a5a5c69a9b18d8d9,17725,0.04498045982845252,True,0.5325077399380805,0.17459016393442622,0.8126045405061658,0.9899261439203146,0.8100166712975827,1.4508196721311475,0.7442195039030932
benign (122).png,benign,datasets/Breast-Cancer-Ultrasound-Images-Dataset/Dataset_BUSI_with_GT\benign\benign (122).png,benign (122),774,577,1.341421143847487,RGB,1,87.36271994052817,44.284842858104035,0,255,21.0,161.0,e4b22204257beb368dfd6abbd6d96ee1,88a0a7c36092dfbf,14179,0.03174891065342881,True,0.29198966408268734,0.3717504332755633,0.8062476417428446,0.9775469520512013,0.7215023231801755,1.146153846153846,0.6450849661878358
benign (123).png,benign,datasets/Breast-Cancer-Ultrasound-Images-Dataset/Dataset_BUSI_with_GT\benign\benign (123).png,benign (123),648,610,1.062295081967213,RGB,1,65.75644100384538,37.22550584982234,0,242,19.0,138.0,bfa148b2cd0ece57f7fcbf622ff1754f,e79d9411236b6d64,22304,0.05642582473183566,True,0.6203703703703703,0.29918032786885246,0.7867421602613234,0.9832099536211202,0.733547378227309,1.625,0.7898936065175348
benign (124).png,benign,datasets/Breast-Cancer-Ultrasound-Images-Dataset/Dataset_BUSI_with_GT\benign\benign (124).png,benign (124),645,614,1.0504885993485342,RGB,1,80.26414918061764,34.01903408275147,0,218,38.0,147.0,bb4c04a9a103ff187ac637f60d396287,c2e1170e3d45c33f,7566,0.019104613286872206,True,0.4542635658914729,0.3737785016286645,0.647788167266375,0.9847445206848311,0.8221357063403782,2.6724137931034484,0.9296877728435946
benign (125).png,benign,datasets/Breast-Cancer-Ultrasound-Images-Dataset/Dataset_BUSI_with_GT\benign\benign (125).png,benign (125),756,578,1.3079584775086506,RGB,1,81.24226259131103,53.31643714672128,0,247,10.0,173.0,34fa57deca11cfee61adf03b3490892a,c3b8bcc668f1788c,4905,0.011225078266600758,True,0.3498677248677249,0.3468858131487889,0.723909298028091,0.9738049128529201,0.6656911928651059,1.1794871794871795,0.8730680555759883
benign (126).png,benign,datasets/Breast-Cancer-Ultrasound-Images-Dataset/Dataset_BUSI_with_GT\benign\benign (126).png,benign (126),771,570,1.3526315789473684,RGB,1,89.55458848158008,55.872568488773446,0,251,11.0,181.0,2845882eba1c7ea4f39612cc7008608a,c2b93dce6ab1710c,5662,0.012883700821444011,True,0.38261997405966275,0.33157894736842103,0.7412265639975464,0.9812694185530404,0.6792429642374339,1.3037974683544304,0.8648120264406366
benign (127).png,benign,datasets/Breast-Cancer-Ultrasound-Images-Dataset/Dataset_BUSI_with_GT\benign\benign (127).png,benign (127),558,476,1.1722689075630253,RGB,1,39.512687870847266,47.559422883545864,0,255,1.0,148.0,4509b0b11b852b50bfb94d4596789e5e,eea8b19786869393,4330,0.016302219812656244,True,0.39336917562724016,0.22163865546218486,0.8343328183143545,0.9757141205042211,0.7500889046941679,0.9736842105263158,0.3529574757563138
benign (128).png,benign,datasets/Breast-Cancer-Ultrasound-Images-Dataset/Dataset_BUSI_with_GT\benign\benign (128).png,benign (128),549,475,1.1557894736842105,RGB,1,64.33810756399194,56.32790507943501,0,255,1.0,170.0,2b4cd8641739401ccaef2a58f22f2eb4,a0a8f95fce8ec2c2,3891,0.014920908829450677,True,0.3788706739526412,0.17684210526315788,0.8573700007211346,0.9764053635894792,0.7741770599059496,0.9178082191780822,0.47323821566877583
benign (129).png,benign,datasets/Breast-Cancer-Ultrasound-Images-Dataset/Dataset_BUSI_with_GT\benign\benign (129).png,benign (129),775,587,1.3202725724020443,RGB,1,103.498398637138,63.9277486202357,0,255,13.0,200.0,a968025550958a8fb3cec0702cf0a3c3,b3984c47e7b038ba,6490,0.014266087816673078,True,0.32903225806451614,0.32793867120954,0.6577065372904596,0.9715447154471545,0.722342609489051,2.140625,0.8774446432782232
benign (13).png,benign,datasets/Breast-Cancer-Ultrasound-Images-Dataset/Dataset_BUSI_with_GT\benign\benign (13).png,benign (13),678,571,1.1873905429071805,RGB,1,67.4952368406098,46.795466860877866,0,243,0.0,156.0,27c89910d1275404d33b932e1f880b32,87f0c88b4f753c92,52450,0.1354814045637473,True,0.5294985250737463,0.35989492119089317,0.7413971781351334,0.9900588856438893,0.7403186797552995,1.792929292929293,0.8468059814261307
benign (130).png,benign,datasets/Breast-Cancer-Ultrasound-Images-Dataset/Dataset_BUSI_with_GT\benign\benign (130).png,benign (130),558,474,1.1772151898734178,RGB,1,81.18749149312644,55.73854834475372,0,255,2.0,181.0,d4292daa8face9cf60bac17aa48a868b,a09e5fc2e1e14a9d,14986,0.056659558701208354,True,0.239247311827957,0.24156118143459915,0.751048738457737,0.9811627906976744,0.7489602353418543,1.7547169811320755,0.8172273760924669
benign (131).png,benign,datasets/Breast-Cancer-Ultrasound-Images-Dataset/Dataset_BUSI_with_GT\benign\benign (131).png,benign (131),587,435,1.349425287356322,RGB,1,79.11957156004621,55.32380240739589,0,254,14.0,181.0,3acc02d377fbd431214eec899c999a52,91bdfc4b66c66121,67475,0.2642503279876246,True,0.29471890971039183,0.4114942528735632,0.8304048188235987,0.9880446079117866,0.799996419235865,1.2298850574712643,0.6550726188579674
benign (132).png,benign,datasets/Breast-Cancer-Ultrasound-Images-Dataset/Dataset_BUSI_with_GT\benign\benign (132).png,benign (132),552,483,1.1428571428571428,RGB,1,59.227668256968826,56.23063895792893,0,255,1.0,170.0,a15c46bf7e0cf371d0d3b0f9780f7004,d1a4acc793939b83,6449,0.024188345785699283,True,0.6240942028985508,0.2225672877846791,0.807934310373981,0.973540075599784,0.7584134615384616,1.3,0.6754515997194711
benign (133).png,benign,datasets/Breast-Cancer-Ultrasound-Images-Dataset/Dataset_BUSI_with_GT\benign\benign (133).png,benign (133),369,342,1.0789473684210527,RGB,1,82.7584034612276,66.45357739539098,0,255,1.0,196.0,509ef4c809d978e2339fa18cb4e9c24a,94f67849c1672e8e,1202,0.009524715130192237,True,0.556910569105691,0.3333333333333333,0.7621219459499019,0.971002132196162,0.7851724137931034,1.7241379310344827,0.8385905543834808
benign (134).png,benign,datasets/Breast-Cancer-Ultrasound-Images-Dataset/Dataset_BUSI_with_GT\benign\benign (134).png,benign (134),378,345,1.0956521739130434,RGB,1,77.5490989954758,61.57452352299034,0,255,1.0,186.0,c721e931c55361c124260a5d89450402,c68da1693b9ac6b2,1257,0.009638831377961813,True,0.66005291005291,0.2072463768115942,0.6646367624655212,0.9830298013245033,0.7874668435013262,2.230769230769231,0.8518754779621158
benign (135).png,benign,datasets/Breast-Cancer-Ultrasound-Images-Dataset/Dataset_BUSI_with_GT\benign\benign (135).png,benign (135),776,582,1.3333333333333333,RGB,1,83.47392345980799,61.989904478082956,0,255,3.0,190.0,d2e467317ec616a36899a0b1303c09fe,e7b87843878786c6,11136,0.024657243065150387,True,0.34664948453608246,0.19243986254295534,0.8559577414540693,0.9882771991523513,0.7847833870390262,1.2666666666666666,0.668201412805963
benign (136).png,benign,datasets/Breast-Cancer-Ultrasound-Images-Dataset/Dataset_BUSI_with_GT\benign\benign (136).png,benign (136),886,581,1.5249569707401032,RGB,1,97.52942696293073,55.29860161876244,0,255,6.0,189.0,6d0d9a79172bfcd79a54fdf7d1ca9561,e59c6283d23cbcc3,16264,0.03159493828263716,True,0.2945823927765237,0.3623063683304647,0.7733691950499594,0.9868902908139714,0.8112983201781016,1.6944444444444444,0.8309164094190944
benign (137).png,benign,datasets/Breast-Cancer-Ultrasound-Images-Dataset/Dataset_BUSI_with_GT\benign\benign (137).png,benign (137),777,578,1.3442906574394464,RGB,1,95.26035501641039,66.0994592059663,0,255,3.0,207.0,df62ae4196b75cfa245cc88eee53582f,a5df7830021fcdc5,5551,0.012360110976027931,True,0.22844272844272845,0.393598615916955,0.7342675003951409,0.9734004313443566,0.7037422037422038,1.4054054054054055,0.8255602914576281
benign (138).png,benign,datasets/Breast-Cancer-Ultrasound-Images-Dataset/Dataset_BUSI_with_GT\benign\benign (138).png,benign (138),766,600,1.2766666666666666,RGB,1,71.89360748476936,66.66120167361251,0,255,1.0,192.0,6bfaa1dc59698b8dba13172bd8010fda,a884f477aa2b1d8b,2052,0.004464751958224543,True,0.585509138381201,0.16083333333333333,0.7304161533213739,0.9701676528599605,0.7807539682539683,1.9444444444444444,0.8716425510244679
benign (139).png,benign,datasets/Breast-Cancer-Ultrasound-Images-Dataset/Dataset_BUSI_with_GT\benign\benign (139).png,benign (139),563,468,1.202991452991453,RGB,1,82.90751241062075,49.14337867135015,0,255,12.0,172.0,75551edc06bf0234529576617586dc89,d6e0298df2929ae9,10374,0.03937240970988751,True,0.6678507992895204,0.20726495726495728,0.767044222705208,0.9814636494944632,0.7558398220244716,1.5591397849462365,0.801120279218366
benign (14).png,benign,datasets/Breast-Cancer-Ultrasound-Images-Dataset/Dataset_BUSI_with_GT\benign\benign (14).png,benign (14),699,531,1.3163841807909604,RGB,1,74.23784583303024,36.12151014495162,0,251,22.0,141.0,b45abfb0db9c2862c4f3e006fac9ebfa,cd3112164ddceae3,4380,0.011800554464408397,True,0.8097281831187411,0.3305084745762712,0.6661199038836497,0.9772492244053774,0.7094594594594594,2.0555555555555554,0.9102095453644328
benign (140).png,benign,datasets/Breast-Cancer-Ultrasound-Images-Dataset/Dataset_BUSI_with_GT\benign\benign (140).png,benign (140),452,591,0.7648054145516074,RGB,1,91.79549810580536,67.45791347159083,0,255,12.0,211.0,823800b3f88f58645b37982bae9c9811,d5f4d59574051764,51903,0.19429720138358564,True,0.5398230088495575,0.4746192893401015,0.8113329434896338,0.9924651198643336,0.8048791923233207,1.397196261682243,0.771288036893842
benign (141).png,benign,datasets/Breast-Cancer-Ultrasound-Images-Dataset/Dataset_BUSI_with_GT\benign\benign (141).png,benign (141),567,471,1.2038216560509554,RGB,1,75.07818930041152,51.98710733097455,0,255,14.0,178.0,b84a967c6eff04546986a28df80fd54c,999ea6c990d3c1b9,136993,0.512972885938208,True,0.5370370370370371,0.440552016985138,0.7889706042394701,0.9913658969288041,0.7549249219320975,1.5086705202312138,0.7960888788690107
benign (142).png,benign,datasets/Breast-Cancer-Ultrasound-Images-Dataset/Dataset_BUSI_with_GT\benign\benign (142).png,benign (142),785,582,1.3487972508591066,RGB,1,102.54812528728084,54.32025274130528,0,255,21.0,192.0,6fe6a899a5bbdd6595c91b810ae56acb,e4a31b5e8ce4c399,4471,0.00978615361043623,True,0.4191082802547771,0.26890034364261167,0.8505914863426518,0.9864130434782609,0.8148148148148148,1.2272727272727273,0.4477732423561555
benign (143).png,benign,datasets/Breast-Cancer-Ultrasound-Images-Dataset/Dataset_BUSI_with_GT\benign\benign (143).png,benign (143),554,467,1.1862955032119915,RGB,1,118.95931864037291,55.86893543326456,0,255,34.0,224.0,36eec05bcc7bad0ba1eda189e4bddfab,81f43e703c8c87e7,1392,0.0053803755440286335,True,0.5216606498194946,0.3019271948608137,0.7067801178245888,0.9674112046869279,0.7475947934352009,1.8387096774193548,0.8601332519041701
benign (144).png,benign,datasets/Breast-Cancer-Ultrasound-Images-Dataset/Dataset_BUSI_with_GT\benign\benign (144).png,benign (144),770,580,1.3275862068965518,RGB,1,84.48454321540528,47.051722721547804,0,243,25.0,174.0,22aef137d6ad3c4f88c5f22edd316299,90ecef3723c0ccd2,1256,0.002812360053739364,True,0.274025974025974,0.20172413793103447,0.8080115614251487,0.9794661190965093,0.8184625943719973,1.5161290322580645,0.7842569826167046
benign (145).png,benign,datasets/Breast-Cancer-Ultrasound-Images-Dataset/Dataset_BUSI_with_GT\benign\benign (145).png,benign (145),779,574,1.3571428571428572,RGB,1,106.57313047639921,58.47993199407805,0,255,19.0,196.0,d04830a310cf15daa2d9ee349eb364ff,c1ad3e50058bbbec,8622,0.019282292584524966,True,0.6405648267008985,0.5348432055749129,0.8171054191529185,0.9875094846203234,0.8225085075352455,1.423529411764706,0.7550426182832481
benign (146).png,benign,datasets/Breast-Cancer-Ultrasound-Images-Dataset/Dataset_BUSI_with_GT\benign\benign (146).png,benign (146),449,594,0.7558922558922558,RGB,1,70.56130720718694,61.8231537949258,0,254,1.0,175.0,4f3d7188e937c5371893b5e4b5fb3588,e18bba2e4a630d6d,1503,0.00563541877573058,True,0.3530066815144766,0.2222222222222222,0.8547872777349128,0.9778986739204353,0.7624602332979852,1.1219512195121952,0.613168835600966
benign (147).png,benign,datasets/Breast-Cancer-Ultrasound-Images-Dataset/Dataset_BUSI_with_GT\benign\benign (147).png,benign (147),564,463,1.2181425485961124,RGB,1,93.4581284561065,55.74369052776773,0,255,20.0,194.0,be45ce97a09b3fb67620c5e2877207c5,9fe428006af6b79c,3721,0.0142494983380053,True,0.2322695035460993,0.2991360691144708,0.8021615814322752,0.9848732624693377,0.7380514705882353,1.0588235294117647,0.7351346384216205
benign (148).png,benign,datasets/Breast-Cancer-Ultrasound-Images-Dataset/Dataset_BUSI_with_GT\benign\benign (148).png,benign (148),567,463,1.224622030237581,RGB,1,67.9289618735263,51.23597874909289,0,255,9.0,168.0,a83912dca9ad4e9e2b4e4af0161cdf39,eeb1318e8ece3071,11290,0.043006083322857984,True,0.4021164021164021,0.2570194384449244,0.8572355776744824,0.986328125,0.8077062886223192,1.2476190476190476,0.5620912473592125
benign (149).png,benign,datasets/Breast-Cancer-Ultrasound-Images-Dataset/Dataset_BUSI_with_GT\benign\benign (149).png,benign (149),557,468,1.1901709401709402,RGB,1,73.26592781844128,50.658625520094276,0,255,15.0,167.0,12619f7e87cdde0f682db26ba9bea9bb,86f8e1871fb238d4,9048,0.034709754637941355,True,0.3518850987432675,0.36217948717948717,0.6758948697646695,0.9692332914366906,0.7060509554140127,1.9625,0.8753138617863887
benign (15).png,benign,datasets/Breast-Cancer-Ultrasound-Images-Dataset/Dataset_BUSI_with_GT\benign\benign (15).png,benign (15),701,526,1.332699619771863,RGB,1,70.79220342476528,35.057117274884654,0,253,27.0,137.0,ac0c892066342baa91ab2ae2b3023dd5,8ef1760e03c4f1b9,3067,0.008317829499411487,True,0.37089871611982883,0.30133079847908745,0.7887597223772013,0.9760223353588439,0.7153346172363987,1.0806451612903225,0.5322674629143387
benign (150).png,benign,datasets/Breast-Cancer-Ultrasound-Images-Dataset/Dataset_BUSI_with_GT\benign\benign (150).png,benign (150),671,570,1.1771929824561405,RGB,1,65.77077940753523,38.204528897309764,0,255,15.0,143.0,71ca464fed65a888cbadb9770ac82cc3,9cf55042338cedda,1825,0.004771616074463357,True,0.6631892697466468,0.3912280701754386,0.7900844114487295,0.9790151091214325,0.7869995501574449,1.4615384615384615,0.742243113824388
benign (151).png,benign,datasets/Breast-Cancer-Ultrasound-Images-Dataset/Dataset_BUSI_with_GT\benign\benign (151).png,benign (151),560,469,1.1940298507462686,RGB,1,122.22674002436796,60.37554060342386,0,255,33.0,227.0,52b19e9526173b333a20fa57d71b18ae,85c87a329ee5a5c9,2318,0.008825769113615595,True,0.65625,0.3315565031982942,0.8067034576449542,0.9749236807675534,0.7277018229166666,1.3333333333333333,0.7244403192522617
benign (152).png,benign,datasets/Breast-Cancer-Ultrasound-Images-Dataset/Dataset_BUSI_with_GT\benign\benign (152).png,benign (152),555,471,1.178343949044586,RGB,1,103.61671735429697,71.28482119397398,0,255,7.0,227.0,787cd3031242cfee3f9e14ecdca6c0b3,97ecb294cd5b12a8,61557,0.23548516669535777,True,0.5756756756756757,0.3333333333333333,0.8163141206605523,0.990211239666745,0.6931691944954544,1.2950191570881227,0.6559953959485503
benign (153).png,benign,datasets/Breast-Cancer-Ultrasound-Images-Dataset/Dataset_BUSI_with_GT\benign\benign (153).png,benign (153),772,574,1.3449477351916377,RGB,1,137.52951968731384,51.66084649727798,0,255,55.0,223.0,da9d4c386c5669d25e52dd52acf4dc08,cca624da5b1a4bcd,2802,0.006323229405499088,True,0.5582901554404145,0.23170731707317074,0.8207562434009801,0.9753330932661145,0.8073025335320417,1.1090909090909091,0.5117901275642893
